temperature,humidity,gas,risk_index,anomaly_label
29.649803215052618,45.98356620517911,109.5922347890853,30.2679770568785,0.0
31.3664685910379,53.95224149026191,120.159079206088,32.659282304323725,0.0
22.072380241068004,42.97613930594751,167.08923308001195,31.318738900019298,0.0
47.39720759043032,83.12670981593625,407.9924173487485,57.35567483052018,1.0
53.77737849157745,79.51731205074923,448.23978066187266,65.75854573284184,1.0
45.18968917723801,21.511362418236573,350.69906740925967,56.58475909980253,1.0
25.142196013949242,47.303312231055685,135.65995567757747,28.873707435989935,0.0
21.61284468634831,47.017334783265866,133.06088369160864,27.540142471470308,0.0
25.869324570689237,49.87752120661604,122.2135510765742,26.85476789433093,0.0
26.113437620113928,39.06497041267663,147.4186309962738,34.417915644711506,0.0
46.35747655412824,18.278795241593574,426.73361954872325,61.40052819012997,1.0
17.585066499618133,57.59643308353059,144.41994363412988,29.774377486496405,0.0
20.564241262660474,45.155075682105085,200.59015548074098,31.075892392040267,0.0
30.690378947961843,64.40752346328652,145.6028546891916,35.885784547601176,0.0
25.51410484356991,55.39855593733283,185.30551388538572,35.12224097185833,0.0
19.8252465024609,58.25475631574908,145.48800216023437,30.02279091999169,0.0
27.753585841164327,53.16642826749927,194.3827723152378,34.69183836288362,0.0
22.818588472525395,37.078945472755926,141.00578385527285,32.505575272207636,0.0
26.240304709671104,57.96838148644653,126.08909057954978,29.506807671922424,0.0
42.93501088928283,92.68207216631737,402.8814744513498,62.39309523065771,1.0
38.367639358444585,6.485935657396864,458.2328928858707,63.25390476385924,1.0
23.06464073618463,66.08163631013079,163.66833920503447,36.84173569013056,0.0
24.017013560206696,59.35436472356538,116.35050799383129,31.173757188092278,0.0
24.35965854486446,43.22430921345338,148.71515691028785,30.59080668546444,0.0
19.92260611085554,52.459253582472805,132.8842543559999,24.761156543530536,0.0
23.36685182642445,46.435979828793826,196.83244440543865,31.400282879615357,0.0
26.679371343793118,53.43053200264458,150.81992488528965,37.25233987001491,0.0
30.72824992141039,57.93633879629218,127.44871114106223,30.83961978562348,0.0
28.477989410092743,70.46559428534601,174.4714512695449,39.24063006843954,0.0
21.822359434333144,37.55283483037098,153.87976709647447,35.65050249433765,0.0
