temperature,humidity,gas,risk_index,anomaly_label
29.649803215052618,45.98356620517911,109.5922347890853,31.930467424816328,0.0
31.3664685910379,53.95224149026191,120.159079206088,31.146189286927193,0.0
22.072380241068004,42.97613930594751,167.08923308001195,34.296257227498515,0.0
53.79310242097567,19.79441518086064,407.9924173487485,61.37922628374962,1.0
37.07008343881021,32.5547569831549,448.23978066187266,56.00418395692018,1.0
45.18968917723801,2.67476685231491,364.5327631086617,66.30731830761839,1.0
25.142196013949242,47.303312231055685,135.65995567757747,33.337767303640256,0.0
21.61284468634831,47.017334783265866,133.06088369160864,27.90592191220054,0.0
25.869324570689237,49.87752120661604,122.2135510765742,29.46072450599992,0.0
26.113437620113928,39.06497041267663,147.4186309962738,31.37365497502917,0.0
46.35747655412824,21.683404887180806,432.56607048473063,57.580059774664434,1.0
17.585066499618133,57.59643308353059,144.41994363412988,27.229086756533647,0.0
20.564241262660474,45.155075682105085,200.59015548074098,30.57793031783747,0.0
30.690378947961843,64.40752346328652,145.6028546891916,28.050144254498623,0.0
25.51410484356991,55.39855593733283,185.30551388538572,30.66529677243427,0.0
19.8252465024609,58.25475631574908,145.48800216023437,24.060873161579345,0.0
27.753585841164327,53.16642826749927,194.3827723152378,32.96696140395889,0.0
22.818588472525395,37.078945472755926,141.00578385527285,28.891751183270323,0.0
26.240304709671104,57.96838148644653,126.08909057954978,28.474321969974888,0.0
44.78588309344212,10.87002177856566,402.8814744513498,58.346444883940364,1.0
38.367639358444585,29.558223221467664,322.89309682617557,47.75618250180119,1.0
23.06464073618463,66.08163631013079,163.66833920503447,26.470227871920056,0.0
24.017013560206696,59.35436472356538,116.35050799383129,25.957241350752863,0.0
24.35965854486446,43.22430921345338,148.71515691028785,31.438337520539246,0.0
19.92260611085554,52.459253582472805,132.8842543559999,27.568361362563873,0.0
23.36685182642445,46.435979828793826,196.83244440543865,29.018085602812725,0.0
26.679371343793118,53.43053200264458,150.81992488528965,30.612324908081504,0.0
30.72824992141039,57.93633879629218,127.44871114106223,27.52820699482701,0.0
28.477989410092743,70.46559428534601,174.4714512695449,28.15402705094735,0.0
21.822359434333144,37.55283483037098,153.87976709647447,31.8298503481864,0.0
26.98639202356314,47.20593836545257,190.3895705887058,33.71231678755294,0.0
24.033815451382974,55.66685157839483,123.30492696052018,24.53639213994015,0.0
44.68237712692322,16.814266201139713,496.46706702313685,63.60279440154706,1.0
27.85127151455815,54.40041679219642,133.96296011942619,30.741803823131534,0.0
31.431832267975977,46.13450830160501,134.68906563398906,30.405922556403407,0.0
25.177655302043465,35.91389792675346,159.0907970656242,35.47971318818188,0.0
23.49472886924639,64.77365860588827,179.69198471153908,27.07039116784014,0.0
22.523508409622465,59.51576391139712,156.34349153736434,23.74020045646719,0.0
27.37498808188881,43.96579319984514,142.84989445299723,31.22420869187323,0.0
23.044491676593523,51.18933965761689,141.1489822264744,32.61013088829438,0.0
30.007064575868178,59.3877908598826,164.6103245118121,29.551866849214015,0.0
28.2668517909021,53.49058935739226,161.04851623923523,28.836243039303426,0.0
25.772651172168292,55.1638734491286,146.68415634043566,29.495313076875597,0.0
23.649803585562267,50.39088056260564,102.65963332615536,27.847589710751077,0.0
25.261141204714512,45.85910960771063,180.4289630206374,34.41848273867405,0.0
42.54048776246898,18.01107339191742,393.78963804701004,59.523650772634454,1.0
23.27254527806596,59.8887454016835,173.15538505603982,27.062857188653254,0.0
23.125544266912964,63.29007371638296,162.30047119981998,26.521576234594296,0.0
25.041787875738837,56.02673296883626,172.1721847524325,29.331661431082168,0.0
49.84092330266431,25.90980425185967,383.03054666407826,58.55483479160449,1.0
22.04282186099337,34.050114859428355,133.5470877731186,32.52413931218839,0.0
43.432351569138014,29.816634024625987,397.43247291566007,52.576439347844754,1.0
24.17484490854507,58.73048096475415,174.13493711477926,28.074741414712516,0.0
24.375633248928175,49.42718992468749,163.6571062000925,33.442014322465724,0.0
27.613374110295076,50.95664294731323,162.45554371241963,27.001290535587938,0.0
25.22741367458118,62.909690152469175,138.36723858049868,28.816098309478022,0.0
26.565824696850694,49.63531186915602,154.7395404149686,30.751382601627242,0.0
24.096688913232132,53.059277969472404,161.30929490624334,29.734789728344886,0.0
31.82126130491561,16.950249840281266,437.28766257041536,56.821924285175456,1.0
33.160507499768855,56.083317249154376,132.6894755031536,31.60493777720682,0.0
22.710222530372448,50.51579531848096,150.56164732030115,27.79386871583564,0.0
20.330112479428287,48.63852301980057,199.8916872445991,30.754322330250424,0.0
24.920458373652348,51.75320262131151,146.99047090116005,28.725468314637954,0.0
26.954173753917395,44.486497455283455,172.4209828966383,36.60324665323835,0.0
24.516142865001974,51.528792544159224,160.2454664232128,28.400887764298844,0.0
24.422917105656634,49.23763574090438,136.61679535115192,30.106673346253302,0.0
27.698799626299753,50.62908152252872,143.53009843332245,33.920086369843816,0.0
24.566918764228173,55.38545081015967,154.97370366991237,32.884879524933474,0.0
26.541357852736628,55.081374413455755,162.71812558074834,31.388420719820562,0.0
23.945459547876073,42.92157828778479,161.65895936115837,34.09269341039554,0.0
46.83740832737152,4.410924129433996,392.2121081553327,63.82943848787124,1.0
23.53718132778252,45.63004441398014,140.62009049190158,31.53794960166359,0.0
27.272523130141916,42.76873886828168,146.64302094534239,33.17439457238329,0.0
26.94306561430208,50.76896621552787,133.85089552188663,28.911870090313514,0.0
25.19284005728639,50.3040278253456,122.74002306392885,26.929226896256587,0.0
23.885677402012625,50.117505557833574,150.85381043720062,31.20202618882598,0.0
21.571089106508133,54.58066225084927,150.53279121679856,28.15550290226632,0.0
27.254161370115366,48.50422957611643,145.22430593499578,26.677973293252876,0.0
46.95347960464072,19.572804046152413,415.7518919286501,60.401785837213865,1.0
18.79767369988037,45.34655268841085,136.89779005163518,28.541958575234773,0.0
48.46459311515805,12.365517839177508,392.506839263745,62.40896255472134,1.0
23.359423176278824,40.20561410968507,160.10736887404244,31.33129928559749,0.0
57.13358243172761,0.0,412.9622811288624,70.17710553908523,1.0
22.075954989318035,55.14178207894035,190.99911323428483,28.12479625732787,0.0
21.426089508392053,54.558138241857634,190.30695644971615,31.8756238097818,0.0
25.144254839984146,48.84729955422708,177.8580423667218,35.93222686438873,0.0
22.73879150692753,38.55379918305562,163.78713440101168,32.386799712010195,0.0
25.32818438381468,50.456104999176674,139.08200659898512,27.476934966386473,0.0
41.96649852617352,20.731278132412,410.31010160571003,54.42709741131891,1.0
25.932722696794013,42.068861204349545,105.67418829482796,29.497347388501886,0.0
56.8193624730968,20.82026567084727,418.33546814205937,65.21396157367505,1.0
25.18069062982308,51.995069469686044,95.68326134964909,26.15619898422422,0.0
24.7766622527015,67.30603778644368,125.63676738323396,19.761059255244867,0.0
26.84780682083279,51.4764104255763,129.79335695897683,31.40060405936552,0.0
25.387663545925683,57.422721024649896,156.6469557413012,29.729871988959026,0.0
21.992411906086573,58.07853671474108,184.36095232927045,27.760188543840563,0.0
20.859695625355325,45.571294066336044,137.27590935731254,26.483676665030274,0.0
